filename,width,height,class,xmin,ymin,xmax,ymax

13_jpg.rf.044d5ba80a62da811c580ca1cf4911cd.jpg,200,200,Parang-horizontal,1,48,166,133

25_jpg.rf.065f49d29266a7c083bfc7afd0557068.jpg,200,200,Parang-horizontal,0,0,113,199








10--2-_jpg.rf.2579f7517d31faef34ad5edfe3eb7830.jpg,200,200,Parang-ident,76,1,128,199




25_jpg.rf.0e4f0a4205013edc83b32ebaba9a1f41.jpg,200,200,Parang-horizontal,87,0,199,200


16_jpg.rf.2ea75d694d6335e2d52cc8137078b6c2.jpg,200,200,Parang-horizontal,13,75,179,124
16_jpg.rf.2ea75d694d6335e2d52cc8137078b6c2.jpg,200,200,Parang-horizontal miror,11,14,189,64



17_png.rf.3abe42b6c30afe9ad8c2d2597ede133a.jpg,200,200,Parang-horizontal,0,2,90,68




11_jpg.rf.36171817855120bbff2b8086528f6ad6.jpg,200,200,Parang-horizontal,63,149,190,199


15--2-_jpg.rf.3c3446030242fc0b2faf393fcedaf2b5.jpg,200,200,Parang-horizontal,47,0,199,115






14_jpg.rf.56023b21764d2c683a3d258ac12591b1.jpg,200,200,Parang-horizontal,75,0,179,132



14_jpg.rf.2b40529b4bbec9b03f0ec7452b10046f.jpg,200,200,Parang-horizontal,68,21,199,126


19_jpg.rf.604753a11ec859a251a92a58b84ba926.jpg,200,200,Parang-horizontal miror,9,118,179,192

17_png.rf.4fdfb4c02cd4a76db41df669d1dc7495.jpg,200,200,Parang-horizontal,0,2,90,68
15--2-_jpg.rf.67167e84025372a250e74af341b8f61f.jpg,200,200,Parang-horizontal,0,86,153,200


19_jpg.rf.634859e8e309dfcf6313839f04b330cd.jpg,200,200,Parang-horizontal miror,22,118,192,192



3_jpg.rf.71f957f0b85939b2ce04a99fad26e1a1.jpg,200,200,Parang-horizontal miror,148,1,166,95

15--2-_jpg.rf.5ba58615628c57e721f20cd9fa67745b.jpg,200,200,Parang-horizontal,0,1,153,115
53_jpg.rf.647d355e2fd80a6dc79e582d1da3c4b7.jpg,200,200,Parang-ident,24,28,172,171

10--2-_jpg.rf.757bcb76f1796053a0d651461bad001e.jpg,200,200,Parang-ident,76,1,128,199


10--2-_jpg.rf.569c58bf11960d9cb3798e7df8a7b929.jpg,200,200,Parang-ident,73,1,125,199
13_jpg.rf.802460b55a8d402573d705e2b6d98cda.jpg,200,200,Parang-horizontal,1,48,166,133



3_jpg.rf.92f5becacc98d9363fa17159e2219ae7.jpg,200,200,Parang-horizontal miror,1,35,95,53




27_jpg.rf.98e274126aff253ffec44df9fd03a75f.jpg,200,200,Parang-horizontal miror,22,46,186,74





27_jpg.rf.8f2ab17a3d7350826d24e7f21b38fb94.jpg,200,200,Parang-horizontal miror,14,46,178,74
13_jpg.rf.7f28cb443a68d49b662eb642c9818481.jpg,200,200,Parang-horizontal,48,34,133,199





53_jpg.rf.7fb79411b6d95e23a176e2851a8cda73.jpg,200,200,Parang-ident,29,30,177,173
17_png.rf.9e92b16ad1c2c3e6791b0998442f33cf.jpg,200,200,Parang-horizontal,110,132,199,199








3_jpg.rf.a55ded5252280e38bbf94225eb04ae4a.jpg,200,200,Parang-horizontal miror,1,147,95,166

27_jpg.rf.bcebeae980d2df329b3cffc4361169a6.jpg,200,200,Parang-horizontal miror,22,46,186,74












16_jpg.rf.cf794649d0e1ea08077da3d347bf0385.jpg,200,200,Parang-horizontal,13,77,179,126
16_jpg.rf.cf794649d0e1ea08077da3d347bf0385.jpg,200,200,Parang-horizontal miror,11,136,189,187

16_jpg.rf.c83f6f9859c313fc32253b7a5a67ac2a.jpg,200,200,Parang-horizontal,13,75,179,124
16_jpg.rf.c83f6f9859c313fc32253b7a5a67ac2a.jpg,200,200,Parang-horizontal miror,11,14,189,64






11_jpg.rf.d5e87776dcd527dde0166e10a49fc9cc.jpg,200,200,Parang-horizontal,0,11,51,137
53_jpg.rf.e8f64226850f59aad8104ddd287f3d5c.jpg,200,200,Parang-ident,28,29,171,177
25_jpg.rf.e68ac6af757d05bd2768d70f38b9f3ec.jpg,200,200,Parang-horizontal,0,87,200,199

11_jpg.rf.f18230d180df8f8f8e61fe3abc5891c6.jpg,200,200,Parang-horizontal,10,1,137,51

14_jpg.rf.f225dee3d8f3645b83ef45efa67459b8.jpg,200,200,Parang-horizontal,22,0,126,132

19_jpg.rf.e5c842e9598bb6a3ff06c85ecf3bb7e1.jpg,200,200,Parang-horizontal miror,22,8,192,82







